datetime_UTC,longitude,latitude,water_level,quality_water_level
2022-01-08T21:01:36.000000,3.348683,52.435644,0.28,0
2022-01-08T21:01:37.000000,3.320618,52.493253,0.293,0
2022-01-08T21:01:38.000000,3.29249,52.550856,0.3,0
2022-01-08T21:01:39.000000,3.2643,52.608453,0.314,0
2022-01-08T21:01:40.000000,3.236047,52.666045,0.349,0
2022-01-08T21:01:41.000000,3.207731,52.723632,0.365,0
2022-01-08T21:01:42.000000,3.17935,52.781213,0.372,0
2022-01-08T21:01:43.000000,3.150906,52.838789,0.414,0
2022-01-08T21:01:44.000000,3.122398,52.896359,0.46,0
2022-01-08T21:01:45.000000,3.093825,52.953923,0.514,0
2022-01-08T21:01:46.000000,3.065188,53.011482,0.53,0
2022-01-08T21:01:47.000000,3.036485,53.069035,0.543,0
2022-01-08T21:01:48.000000,3.007717,53.126583,0.559,0
2022-01-08T21:01:49.000000,2.978883,53.184125,0.61,0
2022-01-08T21:01:50.000000,2.949984,53.241661,0.622,0
2022-01-08T21:01:51.000000,2.921018,53.299191,0.625,0
2022-01-08T21:01:52.000000,2.891985,53.356716,0.668,0
2022-01-08T21:01:53.000000,2.862885,53.414235,0.681,0
2022-01-08T21:01:54.000000,2.833718,53.471748,0.729,0
2022-01-08T21:01:55.000000,2.804484,53.529255,0.743,0
2022-01-08T21:01:56.000000,2.775181,53.586756,0.747,0
2022-01-08T21:01:57.000000,2.74581,53.644252,0.769,0
2022-01-08T21:01:58.000000,2.716371,53.701741,0.776,0
2022-01-08T21:01:59.000000,2.686863,53.759225,0.781,0
2022-01-08T21:02:00.000000,2.657286,53.816702,0.798,0
2022-01-08T21:02:01.000000,2.627639,53.874174,0.85,0
2022-01-08T21:02:02.000000,2.597922,53.93164,0.869,0
2022-01-08T21:02:03.000000,2.568135,53.989099,0.853,0
2022-01-08T21:02:04.000000,2.538278,54.046553,0.876,0
2022-01-08T21:02:05.000000,2.50835,54.104001,0.892,0
2022-01-08T21:02:06.000000,2.47835,54.161442,0.905,0
2022-01-08T21:02:07.000000,2.448279,54.218877,0.94,0
2022-01-08T21:02:08.000000,2.418136,54.276306,0.915,0
